Rank,Word,Frequency,POS
"3","เสื้อผ้า","clothes",""
"4","กางเกง","pants",""
"6","กางเกงยีน","jeans",""
"6","กางเกงขาสั้น","shorts",""
"5","กระโปรง","skirt",""
"3","เสื้อ","shirt",""
"5","เสื้อยืด","t-shirt",""
"7","เสื้อกล้าม","muscle shirt",""
"6","เสื้อเชิ้ต","button-up shirt",""
"7","แขนสั้น","short-sleeved",""
"7","เสื้อกั๊ก","vest",""
