Rank,Word,Frequency,POS
"6","ไมโครเวฟ","microwave",""
"9","เตาไฟ","stove",""
"9","เตาไฟฟ้า","electric stove",""
"6","เตาอบ","oven",""
"9","เครื่องดูดควัน","cooker hood",""
"9","เครื่องปิ้งขนมปัง","toaster",""
"7","เครื่องปั่น","blender",""
