Rank,Word,Frequency,POS
"1","เขียน","to write",""
"1","ลบ","to erase",""
"1","คิด","to think",""
"1","รู้","to know",""
"2","เรียน","to study",""
"1","ศึกษา","to study (formal)",""
"4","อ่านหนังสือ","to study (for a test)",""
"2","เรียนรู้","to learn",""
"1","ถาม","to ask",""
"1","ตอบ","to answer",""
"3","อธิบาย","to explain",""
"2","สอน","to teach",""
"2","สอบ","to test",""
"9","ลอกข้อสอบ","to cheat on a test",""
"5","เข้าเรียน","to attend",""
"4","ฝึกงาน","to train",""
