Rank,Word,Frequency,POS
"4","พระพุทธเจ้า","Buddha",""
"6","พระผู้เป็นเจ้า","God",""
"2","พระ","monk",""
"5","พระภิกษุ","monk (elegant)",""
"5","เณร","novice",""
"5","สังฆราช","supreme patriarch",""
"3","ชี","nun",""
"4","สาวก","disciple",""
"4","ศิษย์","pupil",""
"5","เทวดา","celestial being",""
"5","เทพเจ้า","god",""
"5","หมอดู","fortune teller",""
