Rank,Word,Frequency,POS
"5","ห้องครัว","kitchen",""
"7","ถ้วยตวง","(measuring) cup",""
"6","ช้อนชา","teaspoon",""
"6","ช้อนโต๊ะ","tablespoon",""
"6","กระทะ","wok",""
"9","กระติกน้ำร้อน","thermos",""
"9","ฝาหม้อ","pot lid",""
"11","ที่ตีไข่","whisk",""
"9","กาน้ำ","kettle",""
"7","นกหวีด","whistle",""
"8","เหยือก","pitcher",""
