Rank,Word,Frequency,POS
"9","ห้องรับประทานอาหาร","Dining Room",""
"9","โต๊ะกินข้าว","dining table",""
"3","โต๊ะ","table",""
"10","พนักเก้าอี้","chair back",""
"9","จานข้าว","dinner plate (informal)",""
"7","ถ้วยชาม","dishes",""
"10","แก้วไวน์","wine glass",""
"5","โคมไฟ","lamp",""
"12","หม้อกาแฟ","coffee pot",""
"7","ถ้วยกาแฟ","coffee cup",""
"12","จานรองถ้วย","saucer",""
