Rank,Word,Frequency,POS
"2","ยา","medicine",""
"7","เฝือก","cast",""
"11","ไม้ยัน","crutches",""
"7","เข็มฉีดยา","syringe",""
"4","เข็ม","needle",""
"7","ตาชั่ง","scale",""
"10","อ่างล้างมือ","sink",""
"5","สบู่","soap",""
"7","สบู่เหลว","liquid soap",""
"6","ปรอท","thermometor",""
"14","เครื่องฟังตรวจ","stethoscope",""
"15","กล้องส่องตรวจหู","ear scope",""
"18","กล้องส่องตรวจในตา","eye scope",""
