Rank,Word,Frequency,POS
"7","โห่ร้อง","to cheer",""
"6","โห่","to hoot",""
"3","ร้อง","to cry out",""
"4","แถลง","to proclaim",""
"1","ประกาศ","to announce",""
"3","ท่อง","to recite",""
"4","ร้องเพลง","to sing",""
