Rank,Word,Frequency,POS
"3","มกราคม","January",""
"3","กุมภาพันธ์","February",""
"3","มีนาคม","March",""
"3","เมษายน","April",""
"3","พฤษภาคม","May",""
"3","มิถุนายน","June",""
"3","กรกฎาคม","July",""
"2","สิงหาคม","August",""
"2","กันยายน","September",""
"2","ตุลาคม","October",""
"1","พฤศจิกายน","November",""
"3","ธันวาคม","December",""
