Rank,Word,Frequency,POS
"4","รสชาติ","flavor",""
"3","รส","flavor (informal)",""
"3","อร่อย","delicious",""
"5","เผ็ด","spicy",""
"5","เค็ม","salty",""
"3","หวาน","sweet",""
"4","เปรี้ยว","sour",""
"4","ขม","bitter",""
"5","จืด","bland",""
"2","ร้อน","hot",""
"3","เย็น","cold",""
"4","หิว","hungry",""
"8","หิวน้ำ","thirsty",""
"4","อิ่ม","full",""
