Rank,Word,Frequency,POS
"6","ทารุณ","to abuse",""
"6","ทำร้ายร่างกาย","to assault",""
"7","กรรโชก","to blackmail",""
"9","ให้สินบน","to bribe",""
"6","ลักทรัพย์","to burgle",""
"7","วางเพลิง","to commit arson",""
"7","ฉ้อฉล","to commit fraud",""
"6","ทรยศ","to commit treason",""
"4","ปลอม","to forge",""
