Rank,Word,Frequency,POS
"1","ทำ","to do",""
"3","กระทำ","to do (formal)",""
"1","ทำ","to make",""
"1","ทำงาน","to work",""
"3","จ้าง","to hire",""
"5","ไล่ออก","to fire",""
"4","ลาออก","to quit",""
"5","เกษียณ","to retire",""
"5","เกษียณอายุ","to retire (formal)",""
"4","เหมา","to contract for work",""
"3","ร่วมมือ","to collaborate",""
"2","จัดการ","to manage",""
"4","เลื่อนตำแหน่ง","to get promoted",""
"2","วิจัย","to research",""
