Rank,Word,Frequency,POS
"4","อุณหภูมิ","temperature",""
"4","องศา","degree",""
"5","เซลเซียส","celsius",""
"11","เซนติเกรด","centigrade",""
"3","สิ่งแวดล้อม","environment",""
"3","หนาว","cold",""
"3","เย็น","cool",""
"2","ร้อน","hot",""
"4","อบอุ่น","warm",""
"7","อบอ้าว","muggy",""
"7","ร้อนอบอ้าว","hot and muggy",""
