Rank,Word,Frequency,POS
"1","ตัว","body",""
"3","ร่างกาย","body (elegant)",""
"3","ผิว","skin",""
"6","ขุมขน","pore",""
"3","ขน","body hair",""
"2","กระ","freckle",""
"6","ไฝ","mole",""
"5","สิว","pimple",""
