Rank,Word,Frequency,POS
"2","คอ","neck",""
"6","ลำคอ","throat",""
"7","หลอดลม","windpipe",""
"9","ต่อมไทรอยด์","thyroid gland",""
"2","ปาก","mouth",""
"5","ริมฝีปาก","lips",""
"3","ฟัน","tooth",""
"6","เหงือก","gum",""
"5","เขี้ยว","incisor",""
"4","ลิ้น","tongue",""
"8","ฟันคุด","wisdom tooth",""
