Rank,Word,Frequency,POS
"2","ชอบ","to like",""
"1","ซื้อ","to buy",""
"1","ขาย","to sell",""
"3","ขายของ","to sell things",""
"5","มีกลิ่น","to smell",""
"6","ต่อราคา","to haggle",""
"2","มอง","to look",""
"1","ดู","to watch",""
"1","เห็น","to see",""
"1","หา","to look for",""
"2","เจอ","to find",""
