Rank,Word,Frequency,POS
"2","สัตว์","animal",""
"3","พันธุ์","breed (of animal)",""
"3","แมว","cat",""
"3","หมา","dog",""
"3","สุนัข","dog (elegant)",""
"5","กระต่าย","rabbit",""
"4","เต่า","turtle",""
"6","ลูกแมว","kitten",""
"6","ลูกหมา","puppy",""
"9","ลูกวัว","calf",""
"10","ลูกแพะ","kid",""
"8","ลูกแกะ","lamb",""
