Rank,Word,Frequency,POS
"5","น้ำผึ้ง","honey",""
"6","แยม","jam",""
"9","มัสตาร์ด","mustard",""
"3","น้ำมัน","oil",""
"7","น้ำมันมะกอก","olive oil",""
"6","น้ำมันพืช","vegetable oil",""
"6","พริกไทย","pepper",""
"4","เกลือ","salt",""
"6","ซีอิ๊ว","soy sauce",""
"3","น้ำตาล","sugar",""
"7","น้ำเชื่อม","syrup",""
"7","น้ำส้มสายชู","vinegar",""
