Rank,Word,Frequency,POS
"4","กล้ามเนื้อ","muscle",""
"9","หลอดเลือดแดง","artery",""
"9","หลอดเลือดดำ","vein",""
"4","ประสาท","nerve",""
"4","กระดูก","bone",""
"6","โครงกระดูก","skeleton",""
"6","กระดูกสันหลัง","backbone",""
"6","กะโหลก","skull",""
"7","เชิงกราน","pelvis",""
"6","กระดูกสันหลัง","spine",""
"6","ซี่โครง","rib",""
