Rank,Word,Frequency,POS
"4","สงคราม","war",""
"3","ระเบิด","bomb",""
"9","ระเบิดปรมาณู","nuclear bomb",""
"5","จรวด","missile",""
"11","จรวดนำวิถี","guided missile",""
"9","ทุ่นระเบิด","landmine",""
"10","ระเบิดมือ","hand grenade",""
"7","ไวไฟ","flammable",""
"9","วัตถุไวไฟ","flammable material",""
