Rank,Word,Frequency,POS
"4","สมุนไพร","herb",""
"6","เครื่องปรุง","spices",""
"7","กะเพรา","basil",""
"6","ผักชี","cilantro",""
"7","อบเชย","cinnamon",""
"7","กะหรี่","curry",""
"5","ข่า","galangal",""
"5","ขิง","ginger",""
"7","ใบมะกรูด","Kaffir lime leaf",""
"6","ตะไคร้","lemon grass",""
"9","ผักชีฝรั่ง","parsley",""
"3","น้ำตาล","sugar",""
"5","ขมิ้น","turmeric",""
