Rank,Word,Frequency,POS
"6","ฆาตกรรม","homicide",""
"10","การลักพาตัว","kidnapping",""
"14","การทำให้คนตาย","manslaughter",""
"9","การจี้","mugging",""
"9","การฆ่าคน","murder",""
"13","การเบิกความเท็จ","perjury",""
"9","การข่มขืน","rape",""
"9","การจลาจล","riot",""
"11","การชิงทรัพย์","robbery",""
"7","การหมิ่นประมาท","slander",""
"6","การลักลอบ","smuggling",""
"9","การทรยศ","treason",""
"6","การบุกรุก","trespassing",""
