Rank,Word,Frequency,POS
"5","ยุง","mosquito",""
"7","ลูกน้ำ","mosquito larvae",""
"6","มุ้ง","mosquito net",""
"9","ยากันยุง","mosquito repellent",""
"6","มาลาเรีย","malaria",""
"4","รำคาญ","annoyed",""
"6","น่ารำคาญ","annoying",""
"3","คัน","to itch",""
"4","เกา","to scratch",""
"4","กัด","to bite",""
"4","ตบ","to slap",""
