Rank,Word,Frequency,POS
"4","กลิ่น","smell",""
"2","รู้สึก","to feel",""
"3","สัมผัส","to touch",""
"3","ได้ยิน","to hear",""
"1","ฟัง","to listen",""
"1","เห็น","to see",""
"6","ได้กลิ่น","to smell (passive)",""
"4","ดม","to smell (active)",""
"3","หอม","to smell good",""
"5","เหม็น","to smell bad",""
