Rank,Word,Frequency,POS
"5","ช้อน","spoon",""
"3","ส้อม","fork",""
"4","มีด","knife",""
"6","ตะเกียบ","chopsticks",""
"10","ช้อนกลาง","serving spoon",""
"4","หลอด","straw",""
