Rank,Word,Frequency,POS
"5","ทะเบียนบ้าน","house registration",""
"2","เอกสาร","document",""
"4","ลายเซ็น","signature",""
"6","ลายมือชื่อ","signature (formal)",""
"5","หนังสือเดินทาง","passport",""
"6","พาสปอร์ต","passport (informal)",""
"4","รูปถ่าย","photograph",""
"5","วีซ่า","visa",""
"14","พนักงานรับรองเอกสาร","notary",""
"4","สำเนา","photocopy",""
"6","ทำสำเนา","to photocopy",""
"4","เซ็น","to sign",""
"6","ลงลายมือชื่อ","to sign",""
"3","จดทะเบียน","to register",""
