Rank,Word,Frequency,POS
"1","เพื่อน","friend",""
"4","ศัตรู","enemy",""
"6","คู่สมรส","spouse",""
"4","คู่รัก","lover",""
"2","แฟน","significant other (informal)",""
"4","โสด","single",""
"4","เกย์","gay (noun)",""
"4","อกหัก","heartbroken",""
"4","เสน่ห์","charm (noun)",""
"3","ชมรม","club",""
"3","สมาคม","association",""
