Rank,Word,Frequency,POS
"4","วิญญาณ","soul",""
"3","ผี","ghost",""
"5","ปีศาจ","demon",""
"5","พระพุทธรูป","Buddha image",""
"3","พระเครื่อง","Buddha amulet",""
"3","พิธี","ceremony",""
"4","คาถา","spell",""
"4","ลาง","omen",""
"4","คัมภีร์","sacred book",""
"3","มงคล","auspicious",""
"4","ฤกษ์","auspicious time",""
"5","เคราะห์","fortune",""
"4","ชะตา","fate",""
"5","ลาภ","good fortune",""
"5","วาสนา","good fortune",""
"4","ราศี","zodiac",""
