Rank,Word,Frequency,POS
"3","ผลไม้","fruit",""
"5","มะพร้าว","coconut",""
"6","มะละกอ","papaya",""
"5","มะม่วง","mango",""
"5","มะนาว","lime",""
"5","มะขาม","tamarind",""
"7","มะเฟือง","starfruit",""
"4","กล้วย","banana",""
"6","ลิ้นจี่","lychee",""
"3","ส้ม","orange",""
"6","สับปะรด","pineapple",""
"6","เงาะ","rambutan",""
"5","แตงโม","watermelon",""
