Rank,Word,Frequency,POS
"6","กระดุม","button",""
"3","กระเป๋า","pocket",""
"6","ซิป","zipper",""
"8","แขนเสื้อ","sleeve",""
"3","ยี่ห้อ","brand",""
"1","ขนาด","size",""
"1","คับ","tight",""
"6","หลวม","baggy",""
