Rank,Word,Frequency,POS
"5","ทนายความ","attorney",""
"5","ทนายความ","lawyer",""
"5","ผู้พิพากษา","judge",""
"10","คณะลูกขุน","jury",""
"5","ผู้พิพากษา","judge",""
"3","ศาล","court",""
"6","ศาลอาญา","criminal court",""
"7","ศาลแพ่ง","civil court",""
"7","ศาลอุทธรณ์","appeals court",""
"6","ศาลฎีกา","supreme court",""
"6","ศาลจังหวัด","provincial court",""
"6","ศาลรัฐธรรมนูญ","constitutional court",""
"5","ศาลปกครอง","administrative court",""
