Rank,Word,Frequency,POS
"4","อวด","to brag",""
"4","โกหก","to lie",""
"5","สารภาพ","to confess",""
"3","ท้วง","to protest",""
"5","หมิ่น","to insult",""
"6","หยอก","to tease",""
"0","ว่า","to scold",""
"4","ขู่","to threaten",""
"5","ตำหนิ","to reproach",""
"3","กล่าวหา","to accuse",""
"3","ด่า","to berate",""
"5","ตะโกน","to shout",""
"7","ตะคอก","to yell",""
"7","ตวาด","to bellow",""
"9","ตะเบ็ง","to holler",""
"4","ทะเลาะ","to quarrel",""
