Rank,Word,Frequency,POS
"5","ก๋วยเตี๋ยว","noodle",""
"3","เส้น","noodle (colloquial)",""
"7","เส้นหมี่","thin rice noodles",""
"7","เส้นใหญ่","large flat rice noodles",""
"4","แป้ง","flour",""
"4","แป้ง","batter",""
"4","แป้ง","dough",""
