Rank,Word,Frequency,POS
"3","ขับ","to drive",""
"4","ขี่","to ride (a bicycle, motorcycle, etc)",""
"4","เลี้ยว","to turn",""
"4","เลี้ยวซ้าย","to turn left",""
"6","เลี้ยวขวา","to turn right",""
"3","จอด","to park",""
"3","หยุด","to stop",""
"5","ถอยหลัง","to reverse",""
"5","แซง","to pass (another car)",""
