Rank,Word,Frequency,POS
"2","กิน","to eat (common)",""
"3","ทาน","to eat (polite)",""
"4","รับประทาน","to eat (formal)",""
"5","แดก","to eat (vulgar)",""
"5","เคี้ยว","to chew",""
"5","กลืน","to swallow",""
"5","จิ้ม","to dip",""
"4","ชิม","to taste",""
"5","ลิ้ม","to taste (elegant)",""
