Rank,Word,Frequency,POS
"2","ตลาด","market",""
"1","สินค้า","goods",""
"3","แพง","expensive",""
"1","ถูก","inexpensive",""
"4","กลิ่น","smell",""
"2","สด","fresh",""
"1","ใหม่","new",""
"2","เก่า","old (of things)",""
"2","รู้สึก","feel",""
"5","สดชื่น","fresh, refreshing (of feelings)",""
"1","เงิน","money",""
"6","กระเป๋าสตางค์","wallet",""
"2","เดิน","walk",""
"4","กิโล","kilogram",""
"3","โล","kilo (informal)",""
