Rank,Word,Frequency,POS
"9","ร้านตัดผม","barbershop",""
"9","ช่างตัดผม","barber",""
"6","กรรไกร","scissors",""
"3","กระจก","mirror",""
"7","มีดโกน","razor",""
"10","ใบมีดโกน","razor blade",""
"2","ตัด","to cut",""
"5","ตัดผม","to get a haircut",""
"7","สระผม","to shampoo",""
"7","สระผม","to get a shampoo",""
"6","โกน","to shave",""
"7","โกนหนวด","to get a shave",""
