Rank,Word,Frequency,POS
"1","ใคร","who",""
"1","อะไร","what",""
"3","ที่ไหน","where",""
"4","เมื่อไร","when",""
"2","ทำไม","why",""
"2","ไหน","which",""
"2","อย่างไร","how",""
"3","เท่าไร","how much (quantity)",""
"3","แค่ไหน","how much (degree)",""
"4","ใช่ไหม","right",""
"2","ไหม","yes/no",""
"3","หรือเปล่า","or not",""
"3","หรือยัง","yet",""
"3","กี่","how many",""
"6","กี่โมง","what time",""
