Rank,Word,Frequency,POS
"2","พูด","to talk",""
"1","บอก","to tell",""
"0","ว่า","to say",""
"2","กล่าว","to speak",""
"4","เอ่ย","to utter",""
"5","กระซิบ","to whisper",""
"2","คุย","to converse",""
"2","สนทนา","to discuss",""
"2","เรียก","to call",""
"2","สื่อสาร","to communicate",""
"6","ส่ายหน้า","to shake one's head",""
