Rank,Word,Frequency,POS
"4","วาด","to paint",""
"1","เขียน","to draw",""
"5","แกะสลัก","to sculpt (carve)",""
"8","ปั้นรูป","to sculpt (mold)",""
"1","แสดง","to perform",""
"3","ถ่ายรูป","to photograph",""
