Rank,Word,Frequency,POS
"2","ข้อ","joint",""
"6","แขนขา","limb",""
"2","ขา","leg",""
"9","แข้งขา","legs (elaborate)",""
"7","ขาอ่อน","thigh",""
"9","โคนขา","top of the thigh",""
"5","เข่า","knee",""
"10","ขาพับ","knee joint",""
"4","แข้ง","shin",""
"6","น่อง","calf",""
"6","ข้อเท้า","ankle",""
"3","เท้า","foot",""
"1","บาท","foot (elegant)",""
"4","ตีน","foot (vulgar)",""
"7","ส้นเท้า","heel",""
"6","ฝ่าเท้า","sole",""
"7","นิ้วเท้า","toe",""
