Rank,Word,Frequency,POS
"10","สัตว์เคี้ยวเอื้อง","ruminant",""
"4","มูล","manure",""
"4","วัว","cattle",""
"11","วัวตัวเมีย","cow",""
"11","วัวตัวผู้","bull",""
"5","กวาง","deer",""
"9","เลียงผา","antelope",""
"4","ควาย","water buffalo",""
