Rank,Word,Frequency,POS
"1","ซื้อ","to buy",""
"1","ขาย","to sell",""
"9","เลหลัง","to auction",""
"3","ประมูล","to bid (at auction)",""
"3","บริจาค","to donate",""
"5","ขายปลีก","to sell retail",""
"4","ขายส่ง","to sell wholesale",""
"2","จำหน่าย","to distribute",""
