Rank,Word,Frequency,POS
"3","แต่งตัว","to dress",""
"4","ผูก","to tie",""
"2","ใส่","to wear",""
"2","ใส่","to put on",""
"3","ถอด","to take off",""
"5","เย็บ","to sew",""
"5","ถัก","to knit",""
"4","ปัก","to embroider",""
"3","ทอ","to weave",""
