Rank,Word,Frequency,POS
"2","สุขภาพ","health",""
"9","สุขภาพไม่ดี","unhealthy",""
"4","ชีพจร","pulse",""
"5","ความดันโลหิต","blood pressure",""
"7","ความดันเลือด","blood pressure (informal)",""
"9","หมู่เลือด","blood group (informal)",""
"7","คอเลสเตอรอล","cholesterol",""
