Rank,Word,Frequency,POS
"6","จ้องมอง","to stare at",""
"6","แอบมอง","to peep",""
"5","จับตามอง","to watch intently",""
"7","เหลียวมอง","to turn (the head) and look",""
"7","เหลือบมอง","to glance",""
"9","เมียงมอง","to peek",""
"1","ฟัง","to listen",""
"3","ได้ยิน","to hear",""
"9","เงี่ยหูฟัง","to listen intently",""
"6","เชื่อฟัง","to obey",""
