Rank,Word,Frequency,POS
"3","เลือด","blood",""
"5","เหงื่อ","sweat",""
"4","น้ำตา","tears",""
"5","น้ำลาย","saliva",""
"6","น้ำดี","bile",""
"5","ปัสสาวะ","urine",""
"5","ฉี่","pee",""
"7","เยี่ยว","piss",""
"6","อุจจาระ","feces",""
"2","ขี้","poop",""
"0","อึ","poop (cutesy)",""
"7","น้ำอสุจิ","semen",""
"6","อสุจิ","sperm",""
