Rank,Word,Frequency,POS
"11","นายพลเอก","general",""
"12","นายพลโท","lieutenant general",""
"11","นายพลตรี","major general",""
"11","นายพันเอก","colonel",""
"11","นายพันโท","lieutenant colonel",""
"11","นายพันตรี","major",""
"12","นายร้อยเอก","captain",""
"12","นายร้อยโท","first lieutenant",""
"12","นายร้อยตรี","second lieutenant",""
"14","นายสิบเอก","sergeant",""
"14","นายสิบโท","corporal",""
"14","นายสิบตรี","private",""
