Rank,Word,Frequency,POS
"3","อาชญากรรม","crime",""
"5","อาชญากร","criminal (person)",""
"6","ผู้ต้องสงสัย","suspect",""
"6","ผู้ต้องขัง","prisoner (formal)",""
"6","นักโทษ","prisoner (informal)",""
"6","เรือนจำ","prison",""
"4","คุก","jail",""
"3","อันตราย","dangerous",""
"6","ศาลอาญา","criminal court",""
