Rank,Word,Frequency,POS
"5","ตู้เย็น","refrigerator",""
"10","ช่องแช่แข็ง","freezer (compartment)",""
"9","ตู้แช่แข็ง","freezer (separate door or machine)",""
"10","เครื่องบดกาแฟ","coffee grinder",""
"7","นาฬิกาจับเวลา","timer",""
"10","เครื่องล้างจาน","dishwasher",""
"7","ก๊อกน้ำ","faucet",""
