Rank,Word,Frequency,POS
"3","ความรู้สึก","feeling",""
"3","ดีใจ","glad",""
"4","ภูมิใจ","proud",""
"3","ตั้งใจ","determined",""
"3","พอใจ","satisfied",""
"4","สบายใจ","contented",""
"4","ตกใจ","startled",""
"4","แปลกใจ","surprised",""
"3","ความรู้สึก","to feel",""
"3","สัมผัส","to sense",""
"4","หัวเราะ","to laugh",""
"4","แคร์","to care about",""
