Rank,Word,Frequency,POS
"1","ประเทศ","country",""
"1","ประเทศไทย","Thailand",""
"3","เมืองไทย","Thailand (informal)",""
"3","สยาม","Siam",""
"4","พม่า","Burma",""
"4","เขมร","Cambodia",""
"4","ลาว","Laos",""
"4","อินโดนีเซีย","Indonesia",""
"3","สิงคโปร์","Singapore",""
"3","อินเดีย","India",""
"3","ฮ่องกง","Hong Kong",""
"4","ไต้หวัน","Taiwan",""
"3","เกาหลี","Korea",""
"4","เกาหลีใต้","South Korea",""
"4","ฟิลิปปินส์","Phillipines",""
