Rank,Word,Frequency,POS
"3","ชนะ","to win",""
"3","แพ้","to lose",""
"1","เล่น","to play",""
"3","วิ่ง","to run",""
"6","ทำคะแนน","to score",""
"4","ซ้อม","to train",""
"3","ชนะ","to win",""
"3","แข่งขัน","to compete",""
"4","ว่ายน้ำ","to swim",""
"5","ตกปลา","to fish",""
