Rank,Word,Frequency,POS
"6","ตวง","to measure (volume)",""
"6","ปริมาตร","volume",""
"3","ปริมาณ","quantity",""
"7","มิลลิลิตร","milliliter",""
"4","ลิตร","liter",""
"7","แกลลอน","gallon",""
