Rank,Word,Frequency,POS
"5","อัธยาศัย","personality",""
"3","นิสัย","habit",""
"2","มารยาท","manners",""
"5","หยิ่ง","conceited",""
"7","ถ่อม","humble",""
"4","โหด","cruel",""
"4","ใจดี","kind",""
"4","ขยัน","hardworking",""
"4","ขี้เกียจ","lazy",""
"5","สุจริต","honest",""
"4","ทุจริต","dishonest",""
"3","สุภาพ","polite",""
"3","หยาบคาย","coarse",""
"5","ดื้อ","stubborn",""
"6","ว่าง่าย","obedient",""
"4","ฉลาด","smart",""
"4","โง่","stupid",""
"4","อัจฉริยะ","genius",""
