Rank,Word,Frequency,POS
"6","ชั่งน้ำหนัก","to weigh (formal)",""
"5","ชั่ง","to weigh",""
"3","น้ำหนัก","weight",""
"6","มิลลิกรัม","milligram",""
"13","เซนติกรัม","centigram",""
"3","ขีด","centigram (informal)",""
"4","กรัม","gram",""
"4","กิโลกรัม","kilogram (formal)",""
"4","กิโล","kilogram",""
"3","โล","kilogram (informal)",""
"4","ปอนด์","pound",""
