Rank,Word,Frequency,POS
"3","ญาติ","relative",""
"3","ป้า","aunt (parent's older sister)",""
"3","น้า","aunt (mother's younger sister)",""
"2","อา","aunt (mother's older sister)",""
"4","ลุง","uncle (parent's older brother)",""
"3","น้า","uncle (mother's younger brother)",""
"2","อา","uncle (father's younger brother)",""
"7","ลูกพี่ลูกน้อง","cousin",""
"6","หลานชาย","nephew",""
"6","หลานสาว","niece",""
"3","หลาน","niece or nephew",""
