Rank,Word,Frequency,POS
"6","ห้องโถง","(entrance) hall",""
"8","ไม้แขวนเสื้อ","coat hanger",""
"9","เสื้อกันฝน","rain coat",""
"6","ไม้เท้า","walking stick",""
"6","กระจกเงา","mirror",""
"6","ลิ้นชัก","drawer",""
"4","ร่ม","umbrella",""
"9","กระเป๋าเอกสาร","briefcase",""
"11","กล่องฟิวส์","fuse box",""
"8","ราวบันได","handrail",""
"7","ประตูหน้า","front door",""
"7","ลูกบิด","doorknob",""
