Rank,Word,Frequency,POS
"6","ถุงเท้า","socks",""
"4","รองเท้า","shoes",""
"6","รองเท้าแตะ","sandals",""
"7","รองเท้าผ้าใบ","sneaker",""
"10","รองเท้าบูท","boots",""
"7","รองเท้าหนัง","leather shoes",""
"10","รองเท้ายาง","rubber-soled shoes",""
"7","ส้นสูง","high-heels",""
